Cacopsylla,Cacopsylla agellialta,19.5,19.5
Cacopsylla,Cacopsylla beckeriae,13.789000000000001,13.789000000000001
Cacopsylla,Cacopsylla elongata,13.789000000000001,13.789000000000001
Cacopsylla,Cacopsylla lapidea,19.5,19.5
Cacopsylla,Cacopsylla loginovae,13.789000000000001,13.789000000000001
Cacopsylla,Cacopsylla popovi,19.5,19.5
Cacopsylla,Cacopsylla subambigua,13.789000000000001,13.789000000000001
Cacopsylla,Cacopsylla taurica,19.5,19.5
Cacopsylla,Cacopsylla umbrata,13.789000000000001,13.789000000000001
Cacoschistus,Cacoschistus maceriatus,35.55,35.55
Calgariaphis,Calgariaphis unguifera,77.05,77.05
Calisiomorpha,Calisiomorpha yuripopovi,96.55,96.55
Calisiopsis,Calisiopsis azteca,19.5,19.5
Calisiopsis,Calisiopsis brodzinskyorum,17.130000000000003,17.130000000000003
Calisius,Calisius balticus,35.95,52.2
Calisius,Calisius hoffeinsorum,35.95,35.95
Calisius,Calisius rietscheli,35.95,35.95
Calisius,Calisius vonholti,35.95,35.95
Calisius,Calisius weitschati,35.95,35.95
Calocoris,Calocoris antennatus,25.715,25.715
Campaniaphis,Campaniaphis albertae,77.05,77.05
Canadaphis,Canadaphis carpenteri,77.05,77.05
Canadaphis,Canadaphis kovalevi,77.05,77.05
Canadaphis,Canadaphis mordvilkoi,84.94999999999999,84.94999999999999
Canaphis,Canaphis albertensis,77.05,77.05
Cancerococcus,Cancerococcus apterus,35.95,35.95
Canteronecta,Canteronecta irajae,117.245,117.245
Capsus,Capsus lacus,35.55,35.55
Capsus,Capsus obsolefactus,35.55,35.55
Carbula,Carbula crassiventris,13.789000000000001,13.789000000000001
Carbula,Carbula pustulosa,13.789000000000001,13.789000000000001
Carinametra,Carinametra burmensis,96.55,96.55
Carmelus,Carmelus gravatus,35.55,35.55
Carmelus,Carmelus sepositus,35.55,35.55
Carpenterella,Carpenterella curtipennis,161.7,161.7
Carpenterella,Carpenterella grombtchevskayae,161.7,161.7
Carpenterella,Carpenterella pusilla,161.7,161.7
Carpocoris,Carpocoris hoberlandti,16.435,16.435
Carpocoroides,Carpocoroides incertus,3.0940000000000003,3.0940000000000003
Carpocoroides,Carpocoroides latus,3.0940000000000003,3.0940000000000003
Carpopodus,Carpopodus difficilis,117.245,117.245
Carsburgia,Carsburgia knezouri,218.25,218.25
Carsidarina,Carsidarina ampla,35.95,35.95
Carsidarina,Carsidarina hooleyi,35.95,35.95
Carsidarina,Carsidarina jarzembowskii,35.95,35.95
Carsidarina,Carsidarina media,35.95,35.95
Carventus,Carventus bechlyi,17.130000000000003,17.130000000000003
