"843174","occ","","","93625","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"843177","occ","","","93627","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"843178","occ","","","93628","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"843181","occ","","","93630","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"843182","occ","","","93631","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"843186","occ","","","93633","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"843189","occ","","","93635","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"843191","occ","","","93635","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"843198","occ","","","93639","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","24034","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"843281","occ","","","93660","Stegodon sondaari","species","157815","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"843284","occ","","","93668","Stegodon florensis","species","161881","Middle Pleistocene","","0.781","0.126","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"843288","occ","","","93669","Stegodon florensis","species","161881","Middle Pleistocene","","0.781","0.126","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"843291","occ","","","93670","Stegodon florensis","species","161881","Middle Pleistocene","","0.781","0.126","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"843315","occ","","","93676","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","31763","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"843322","occ","","","93677","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","31764","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"845072","occ","","","22307","Stegodon kaisensis","species","162920","Tortonian","Messinian","11.62","5.333","31949","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"847895","occ","","","94323","Stegodon sumbaensis","species","162470","Pleistocene","","2.588","0.0117","32078","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"847899","occ","","","94325","Loxodonta creutzburgi","species","159789","Early Pleistocene","Late Pleistocene","2.588","0.0117","32076","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta"
"847915","occ","","","94327","Mammuthus lamarmorae","species","159784","Late Pliocene","Late Pleistocene","3.6","0.0117","32076","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"847930","occ","","","94328","Palaeoloxodon mnaidriensis","species","159778","Early Pleistocene","Late Pleistocene","2.588","0.0117","32076","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"847934","occ","","","94328","Elephas falconeri","species","159780","Early Pleistocene","Late Pleistocene","2.588","0.0117","32076","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"847936","occ","","","94329","Elephas cypriotes","species","159794","Middle Pleistocene","","0.781","0.126","32076","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"849601","occ","","","94425","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","32106","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"850787","occ","","","94578","Mammuthus primigenius","species","46027","Pleistocene","","2.588","0.0117","32187","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"851024","occ","","","94612","Stegodon luzonensis","species","164278","Pleistocene","","2.588","0.0117","32220","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"851025","occ","","","94613","Elephas beyeri","species","164279","Pleistocene","","2.588","0.0117","32220","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"872699","occ","","","71202","Anancus arvernensis","species","161971","Piacenzian","","3.6","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus"
"872701","occ","","","96720","Anancus arvernensis","species","161971","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus"
"872708","occ","","","96723","Mammuthus meridionalis","species","46026","Middle Pleistocene","","0.781","0.126","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"872709","occ","","","96723","Palaeoloxodon antiquus","species","159781","Middle Pleistocene","","0.781","0.126","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"872728","occ","","","96725","Anancus arvernensis","species","161971","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus"
"872729","occ","","","96725","Mammuthus meridionalis","species","46026","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"872730","occ","","","45480","Anancus arvernensis","species","161971","Piacenzian","","3.6","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus"
"872741","occ","","","96728","Anancus arvernensis","species","161971","Pleistocene","","2.588","0.0117","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus"
"872743","occ","","","96729","Anancus arvernensis","species","161971","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus"
"872744","occ","","","96729","Mammuthus meridionalis","species","46026","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"872745","occ","","","96730","Anancus arvernensis","species","161971","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus"
"872746","occ","","","96731","Anancus arvernensis","species","161971","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus"
"872747","occ","","","96732","Anancus arvernensis","species","161971","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus"
"872748","occ","","","96733","Anancus arvernensis","species","161971","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus"
"872751","occ","","","96737","Mammuthus meridionalis","species","46026","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"872752","occ","","","96738","Mammuthus meridionalis","species","46026","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"872754","occ","","","96738","Mammuthus meridionalis","species","46026","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"872765","occ","","","96743","Mammuthus meridionalis","species","46026","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"872767","occ","","","96744","Mammuthus meridionalis","species","46026","Pleistocene","","2.588","0.0117","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"872768","occ","","","96745","Palaeoloxodon antiquus","species","159781","Pleistocene","","2.588","0.0117","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"872769","occ","","","96747","Mammuthus meridionalis","species","46026","Pleistocene","","2.588","0.0117","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"872867","occ","","","96763","Mammuthus meridionalis","species","46026","Pleistocene","","2.588","0.0117","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"872880","occ","","","96772","Mammuthus meridionalis","species","46026","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"872910","occ","","","96782","Palaeoloxodon antiquus","species","159781","Late Pleistocene","","0.126","0.0117","33015","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"874095","occ","","","77596","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","33085","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"874102","occ","","","96899","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","33085","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"874103","occ","","","96899","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","33085","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"888625","occ","","","98313","Cuvieronius tropicus","species","45650","Blancan","Irvingtonian","4.9","0.3","33964","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius"
"903345","occ","","","101393","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","34581","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"903346","occ","23648","","101394","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","34583","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"903351","occ","","","101395","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","34583","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"903352","occ","","","101396","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","34583","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"906536","occ","","","101898","Palaeoloxodon naumanni","species","159799","Late Pleistocene","","0.126","0.0117","34644","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"906596","occ","","","101899","Palaeoloxodon naumanni","species","159799","Late Pleistocene","","0.126","0.0117","34644","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"914544","occ","","","103794","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","34994","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"915382","occ","","","104046","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","15425","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"915383","occ","","","104046","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","15425","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"915920","occ","","","104797","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35005","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"919158","occ","","","104032","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"919265","occ","","","104039","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"919280","occ","","","104042","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"919303","occ","","","104045","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"919345","occ","","","104665","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"919413","occ","","","104673","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"919418","occ","","","104674","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"919550","occ","","","103358","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","25320","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"919551","occ","","","103358","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","25320","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"919605","occ","","","104697","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"919622","occ","","","104701","Mammut americanum","species","46016","Late Pleistocene","Holocene","0.126","0","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"919625","occ","","","104702","Mammut americanum","species","46016","Holocene","","0.0117","0","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"919639","occ","","","104710","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"926841","occ","","","106003","Gomphotherium angustidens","species","157812","Orleanian","","20","15.97","35360","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium"
"935460","occ","","","73726","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","35838","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"935470","occ","","","73691","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35841","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"935480","occ","","","82530","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","35842","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"935981","occ","","","107908","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"936223","occ","","","107994","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
