"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","image_no","lng","lat"
"495566","occ","","","34981","Elephantidae","family","43263","Middle Pleistocene","","0.781","0.126","13427","Chordata","Mammalia","Proboscidea","Elephantidae","","1256","1.222500","51.915833"
"495757","occ","","","50049","Elephantidae","family","43263","Middle Pleistocene","","0.781","0.126","13430","Chordata","Mammalia","Proboscidea","Elephantidae","","1256","7.466667","50.466667"
"495906","occ","","","50056","Mammuthus trogontherii","species","159796","Middle Pleistocene","","0.781","0.126","13430","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","7.466667","50.466667"
"496977","occ","","","50193","Palaeoloxodon antiquus","species","159781","Pleistocene","","2.588","0.0117","13430","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","7.466667","50.466667"
"497029","occ","","","50196","Mammuthus trogontherii","species","159796","Middle Pleistocene","","0.781","0.126","9643","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","8.266667","50.066666"
"497030","occ","","","50196","Palaeoloxodon antiquus","species","159781","Middle Pleistocene","","0.781","0.126","9643","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","8.266667","50.066666"
"497053","occ","","","34400","Mammuthus trogontherii","species","159796","Pleistocene","","2.588","0.0117","9643","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","9.133333","49.349998"
"497083","occ","","","50198","Mammuthus meridionalis","species","46026","Middle Pleistocene","","0.781","0.126","9643","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","8.283333","49.166668"
"497084","occ","","","50198","Mammuthus trogontherii","species","159796","Middle Pleistocene","","0.781","0.126","9643","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","8.283333","49.166668"
"497129","occ","","","50199","Palaeoloxodon antiquus","species","159781","Middle Pleistocene","","0.781","0.126","9643","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","8.816667","49.333332"
"497476","occ","","","50247","Mammuthus trogontherii","species","159796","Middle Pleistocene","","0.781","0.126","9643","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","10.150000","51.916668"
"497587","occ","","","50257","Mammuthus trogontherii","species","159796","Middle Pleistocene","","0.781","0.126","9643","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","11.100000","51.349998"
"497661","occ","","","50258","Elephantidae","family","43263","Middle Pleistocene","","0.781","0.126","9643","Chordata","Mammalia","Proboscidea","Elephantidae","","1256","16.934723","48.139999"
"497693","occ","","","50259","Elephas","genus","43264","Middle Pleistocene","","0.781","0.126","9643","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","9.516667","48.533333"
"498809","occ","13072","","50342","Mammuthus meridionalis","species","46026","Early Pleistocene","","2.588","0.781","13519","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","7.458889","43.765556"
"498829","occ","13071","","50342","Proboscidea","order","43230","Early Pleistocene","","2.588","0.781","13519","Chordata","Mammalia","Proboscidea","","","1148","7.458889","43.765556"
"501612","occ","","","50913","Zygolophodon","genus","95509","MN 14","","4.9","4.2","13592","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon","1148","30.000000","47.000000"
"501618","occ","","","50914","Zygolophodon","genus","95509","MN 14","MN 15","4.9","3.2","13592","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon","1148","30.000000","46.500000"
"501630","occ","","","50920","Anancus arvernensis","species","161971","MN 15","","4.2","3.2","13592","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","29.000000","45.500000"
"501764","occ","","","50935","Anancus arvernensis","species","161971","MN 15","","4.2","3.2","13592","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","29.000000","45.500000"
"501768","occ","","","50936","Anancus arvernensis","species","161971","MN 15","","4.2","3.2","13592","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","29.000000","45.500000"
"501776","occ","","","50937","Anancus arvernensis","species","161971","MN 15","","4.2","3.2","13592","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","29.000000","45.500000"
"501812","occ","","","50940","Anancus arvernensis","species","161971","MN 15","","4.2","3.2","13592","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","29.000000","45.250000"
"501822","occ","","","50942","Zygolophodon","genus","95509","MN 15","","4.2","3.2","13592","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon","1148","29.000000","45.500000"
"501840","occ","","","50943","Anancus arvernensis","species","161971","MN 15","MN 16","4.2","2.588","13592","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","30.500000","46.500000"
"502007","occ","","","51002","Gomphotherium angustidens","species","157812","MN 5","","15.97","13.65","13612","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","16.061111","48.634724"
"502008","occ","","","51002","Prodeinotherium bavaricum","species","96590","MN 5","","15.97","13.65","13612","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium","1170","16.061111","48.634724"
"502009","occ","","","51002","Proboscidea","order","43230","MN 5","","15.97","13.65","13612","Chordata","Mammalia","Proboscidea","","","1148","16.061111","48.634724"
"502015","occ","","","48093","Tetrabelodon angustidens","species","104414","Gelasian","","2.588","1.806","13613","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","1.351389","51.963333"
"502589","occ","","","51100","Stegodon","genus","43271","Middle Pleistocene","","0.781","0.126","13623","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","104.733330","25.627222"
"502590","occ","","","51100","Elephas","genus","43264","Middle Pleistocene","","0.781","0.126","13623","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","104.733330","25.627222"
"502614","occ","","","11797","Prodeinotherium","genus","43281","MN 6","MN 7 + 8","13.65","11.1","13624","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium","1170","75.366669","32.816666"
"502615","occ","","","11797","Gomphotherium","genus","43247","MN 6","MN 7 + 8","13.65","11.1","13624","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","75.366669","32.816666"
"502616","occ","","","11797","Tetralophodon","genus","43261","MN 6","MN 7 + 8","13.65","11.1","13624","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon","1254","75.366669","32.816666"
"502637","occ","","","51101","Anancus","genus","43242","Pliocene","","5.333","2.588","13624","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","74.849998","32.700001"
"502638","occ","","","51101","Stegodon","genus","43271","Pliocene","","5.333","2.588","13624","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","74.849998","32.700001"
"502639","occ","","","51101","Stegodon","genus","43271","Pliocene","","5.333","2.588","13624","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","74.849998","32.700001"
"502640","occ","","","51101","Stegolophodon","genus","43272","Pliocene","","5.333","2.588","13624","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","74.849998","32.700001"
"502642","occ","","","51101","Elephas","genus","43264","Pliocene","","5.333","2.588","13624","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","74.849998","32.700001"
"502652","occ","","","51102","Elephas","genus","43264","Pliocene","","5.333","2.588","13624","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","74.849998","32.700001"
"502653","occ","","","51102","Stegodon","genus","43271","Pliocene","","5.333","2.588","13624","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","74.849998","32.700001"
"502671","occ","","","51104","Stegodon","genus","43271","Pliocene","","5.333","2.588","13626","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","76.783333","30.733334"
"502672","occ","","","51104","Stegodon","genus","43271","Pliocene","","5.333","2.588","13626","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","76.783333","30.733334"
"502684","occ","","","51106","Stegodon","genus","43271","Pliocene","","5.333","2.588","13626","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","76.783333","30.733334"
"502685","occ","","","51106","Stegodon","genus","43271","Pliocene","","5.333","2.588","13626","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","76.783333","30.733334"
"502687","occ","","","51106","Elephas","genus","43264","Pliocene","","5.333","2.588","13626","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","76.783333","30.733334"
"502688","occ","","","51106","Elephas","genus","43264","Pliocene","","5.333","2.588","13626","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","76.783333","30.733334"
"504058","occ","","","51188","Loxodonta","genus","43265","Middle Pleistocene","","0.781","0.126","13638","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","17.282223","-30.268612"
"504065","occ","","","51189","Anancus kenyensis","species","159431","Late Miocene","","11.608","5.333","13638","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","17.290001","-30.285000"
"504066","occ","","","51189","Loxodonta","genus","43265","Late Miocene","","11.608","5.333","13638","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","17.290001","-30.285000"
"504073","occ","","","51190","Prodeinotherium hobleyi","species","104729","Burdigalian","","20.44","15.97","13638","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium","1170","17.321112","-30.324444"
"504074","occ","","","51190","Gomphotheriidae","family","43240","Burdigalian","","20.44","15.97","13638","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","17.321112","-30.324444"
"504615","occ","","","51304","Mammuthus","genus","43266","Calabrian","","1.806","0.781","13658","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","139.516663","35.383331"
"507087","occ","","","51471","Elephas","genus","43264","Early Pleistocene","","2.588","0.781","13687","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","114.664169","40.225277"
"508162","occ","","","51589","Mammutidae","family","43273","Pliocene","Pleistocene","5.333","0.0117","13724","Chordata","Mammalia","Proboscidea","Mammutidae","","1148","-81.099998","32.083000"
"508166","occ","","","51592","Mammut americanum","species","46016","Miocene","","23.03","5.333","12845","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-77.992996","35.384998"
"508674","occ","","","51684","Mammuthus meridionalis","species","46026","Pliocene","Pleistocene","5.333","0.0117","13759","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","12.489444","42.653332"
"512316","occ","","","51817","Palaeoloxodon antiquus","species","159781","Middle Pleistocene","","0.781","0.126","13795","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","-3.766667","40.516666"
"513582","occ","","","52018","Stegodon","genus","43271","Late Pliocene","","3.6","2.588","13708","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","132.216446","35.257980"
"522463","occ","","","53828","Stegodon","genus","43271","Late Pliocene","","3.6","2.588","28532","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","139.256104","35.724167"
"528317","occ","","","53970","Gomphotherium angustidens","species","157812","MN 4","","16.9","15.97","14562","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","28.820278","30.381111"
"528318","occ","","","53970","Afrochoerodon kisumuensis","species","67862","MN 4","","16.9","15.97","14562","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Afrochoerodon","1254","28.820278","30.381111"
"528319","occ","","","53970","Archaeobelodon","genus","67866","MN 4","","16.9","15.97","14562","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Archaeobelodon","1254","28.820278","30.381111"
"528320","occ","","","53970","Zygolophodon aegyptensis","species","67864","MN 4","","16.9","15.97","14562","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon","1148","28.820278","30.381111"
"530197","occ","","","54136","Gomphotheriidae","family","43240","Serravallian","Tortonian","13.82","7.246","14634","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","-0.276667","47.194168"
"530198","occ","","","54136","Deinotherium","genus","43280","Serravallian","Tortonian","13.82","7.246","14634","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium","1170","-0.276667","47.194168"
"536080","occ","","","49942","Barytherium","genus","43284","Bartonian","","41.3","38","14946","Chordata","Mammalia","Proboscidea","Barytheriidae","Barytherium","1148","18.694000","25.778999"
"536081","occ","","","49942","Phiomia","genus","43252","Bartonian","","41.3","38","14946","Chordata","Mammalia","Proboscidea","Phiomiidae","Phiomia","1148","18.694000","25.778999"
"536090","occ","","","55449","Barytherium","genus","43284","Late Eocene","Early Oligocene","37.2","28.4","14946","Chordata","Mammalia","Proboscidea","Barytheriidae","Barytherium","1148","18.181944","25.715000"
"536091","occ","","","55449","Moeritherium trigonodon","species","86198","Late Eocene","Early Oligocene","37.2","28.4","14946","Chordata","Mammalia","Proboscidea","Moeritheriidae","Moeritherium","1253","18.181944","25.715000"
"536092","occ","","","55449","Phiomia","genus","43252","Late Eocene","Early Oligocene","37.2","28.4","14946","Chordata","Mammalia","Proboscidea","Phiomiidae","Phiomia","1148","18.181944","25.715000"
"536093","occ","","","55449","Phiomia","genus","43252","Late Eocene","Early Oligocene","37.2","28.4","14946","Chordata","Mammalia","Proboscidea","Phiomiidae","Phiomia","1148","18.181944","25.715000"
"536803","occ","","","42060","Gomphotherium angustidens","species","157812","Middle Miocene","","15.97","11.608","15013","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","25.518888","29.202778"
"540270","occ","","","56376","Mammuthus","genus","43266","Early Pleistocene","","2.588","0.781","15189","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","141.511108","43.148056"
"540275","occ","","","56377","Mammuthus","genus","43266","Pleistocene","","2.588","0.0117","15189","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","141.511108","43.148056"
"541085","occ","","","56563","Deinotherium giganteum","species","90204","Late Miocene","","11.608","5.333","15232","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium","1453","28.751667","40.996387"
"541086","occ","","","56563","Gomphotherium angustidens","species","157812","Late Miocene","","11.608","5.333","15232","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","28.751667","40.996387"
"541087","occ","","","56563","Choerolophodon pentelici","species","90205","Late Miocene","","11.608","5.333","15232","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Choerolophodon","1254","28.751667","40.996387"
"541088","occ","","","56563","Synconolophus","genus","43260","Late Miocene","","11.608","5.333","15232","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Synconolophus","1254","28.751667","40.996387"
"541713","occ","24636","","56682","Mammutidae","family","43273","Rupelian","","33.9","28.1","12845","Chordata","Mammalia","Proboscidea","Mammutidae","","1148","12.183000","-5.333000"
"544682","occ","","","57007","Mastodontidae","family","96037","Burdigalian","","20.44","15.97","15377","Chordata","Mammalia","Proboscidea","Mastodontidae","","1148","35.833000","2.333000"
"544683","occ","","","57007","Gomphotheriidae","family","43240","Burdigalian","","20.44","15.97","15377","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","35.833000","2.333000"
"558979","occ","","","58089","Cuvieronius tropicus","species","45650","Irvingtonian","","1.8","0.3","15601","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius","1254","-80.811386","27.830278"
"558980","occ","","","58089","Mammut americanum","species","46016","Irvingtonian","","1.8","0.3","15601","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-80.811386","27.830278"
"558981","occ","","","58089","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","15601","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-80.811386","27.830278"
"569053","occ","","","59733","Moeritherium chehbeurameuri","species","77214","Bartonian","Priabonian","41.3","33.9","17106","Chordata","Mammalia","Proboscidea","Moeritheriidae","Moeritherium","1253","8.057222","34.746387"
"570381","occ","","","59839","Anancus kenyensis","species","159431","Messinian","","7.246","5.333","17171","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","17.475000","16.241667"
"570382","occ","","","59839","Loxodonta","genus","43265","Messinian","","7.246","5.333","17171","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","17.475000","16.241667"
"575620","occ","","","60534","Choerolophodon","genus","43243","MN 12","","7.75","7.246","17400","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Choerolophodon","1254","33.729168","39.367222"
"583589","occ","","","21695","Loxodonta africana","species","157817","Pleistocene","","2.588","0.0117","17685","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","19.366699","-34.533298"
"592861","occ","","","26574","Gomphotheriidae","family","43240","Late Hemphillian","Blancan","10.3","1.8","18109","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","-82.476669","36.419724"
"596013","occ","","","63150","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18185","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.364441","42.808887"
"596643","occ","","","63216","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18194","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.258614","42.570831"
"596658","occ","","","63217","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18195","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-84.536667","43.763889"
"596682","occ","","","63218","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-85.326385","44.302776"
"596698","occ","","","63219","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.180832","43.268055"
"596720","occ","","","63223","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.147224","42.662498"
"596741","occ","","","63229","Proboscidea","order","43230","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","","","1148","-83.396667","42.628887"
"596762","occ","","","63232","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.465553","42.036388"
"596763","occ","","","63233","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.243332","41.861942"
"596764","occ","","","63234","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.926109","42.719166"
"596775","occ","","","63235","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.914169","42.872501"
"596786","occ","","","63237","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.527779","43.027222"
"596794","occ","","","63238","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.839165","42.876389"
"596795","occ","","","63239","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.669998","43.171391"
"596819","occ","","","63241","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.577782","43.371387"
"596820","occ","","","63243","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.736389","43.313889"
"596831","occ","","","63244","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.577782","43.342499"
"596832","occ","","","63245","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.836113","43.427223"
"596833","occ","","","63246","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.736946","43.502499"
"596840","occ","","","63247","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.291389","42.993057"
"596841","occ","","","63248","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.338058","42.751389"
"596842","occ","","","63249","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.249725","42.548611"
"596843","occ","","","63250","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.024719","42.835835"
"596844","occ","","","63252","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.386108","42.296391"
"596855","occ","","","63253","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.324448","41.862778"
"596859","occ","","","63254","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.087776","43.639721"
"596860","occ","","","63255","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.969719","43.445557"
"596861","occ","","","63256","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.511108","42.619999"
"596862","occ","","","63257","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.643890","42.496944"
"596863","occ","","","63258","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.150002","42.605556"
"596864","occ","","","63259","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.288330","43.535278"
"596865","occ","","","63260","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.236115","43.849998"
"596866","occ","","","63261","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.764725","43.286110"
"596867","occ","","","63262","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-82.906944","43.587502"
"596868","occ","","","63263","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-82.783607","43.503334"
"596869","occ","","","63264","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-82.876114","43.279167"
"596870","occ","","","63265","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.071114","42.828609"
"596871","occ","","","63266","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.360275","41.847221"
"596872","occ","","","63267","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.341942","42.006668"
"596873","occ","","","63268","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.196114","42.207779"
"596874","occ","","","63269","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.906670","42.119999"
"596875","occ","","","63270","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.138336","42.324165"
"596876","occ","","","63271","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.789719","42.278332"
"596877","occ","","","63272","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","31830","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.965279","42.259167"
"596878","occ","","","63273","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","31830","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.982780","42.202221"
"596879","occ","","","63274","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.689720","42.223057"
"596880","occ","","","63275","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.481667","42.403057"
"598092","occ","","","63335","Gomphotheriidae","family","43240","Middle Pleistocene","","0.781","0.126","17632","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","-61.766666","-38.500000"
"598149","occ","","","63386","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-86.310555","41.978611"
"598151","occ","","","63388","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-83.919167","42.963890"
"598166","occ","","","63389","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-83.068336","43.684166"
"598167","occ","","","63390","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-84.269447","42.592777"
"598178","occ","","","63391","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-84.121941","42.387501"
"598179","occ","","","63392","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-84.186668","41.790279"
"598196","occ","","","63394","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-83.703056","42.553890"
"598201","occ","","","63395","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.772499","42.906666"
"598202","occ","","","63396","Proboscidea","order","43230","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","","","1148","-87.118332","42.178612"
"598203","occ","","","63227","Proboscidea","order","43230","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","","","1148","-84.788887","42.719166"
"598204","occ","","","63398","Proboscidea","order","43230","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","","","1148","-84.865280","43.271111"
