"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","image_no","lng","lat"
"224677","occ","","","21801","Deinotherium bozasi","species","157873","Piacenzian","","3.6","2.588","4451","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium","1170","35.205601","-3.220800"
"224683","occ","","","21801","Loxodonta","genus","43265","Piacenzian","","3.6","2.588","4451","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","35.205601","-3.220800"
"224700","occ","","","21802","Loxodonta","genus","43265","Piacenzian","","3.6","2.588","4451","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","35.216702","-3.201400"
"224718","occ","","","21804","Deinotherium bozasi","species","157873","Gelasian","","2.588","1.806","4451","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium","1170","35.211102","-3.218100"
"224722","occ","","","21804","Loxodonta","genus","43265","Gelasian","","2.588","1.806","4451","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","35.211102","-3.218100"
"224745","occ","","","21805","Loxodonta","genus","43265","Gelasian","","2.588","1.806","4451","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","35.193100","-3.209700"
"224793","occ","","","21807","Loxodonta","genus","43265","Piacenzian","","3.6","2.588","4451","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","35.183300","-3.240300"
"224811","occ","","","21810","Deinotherium bozasi","species","157873","Piacenzian","","3.6","2.588","4451","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium","1170","35.195801","-3.251400"
"224817","occ","","","21810","Loxodonta","genus","43265","Piacenzian","","3.6","2.588","4451","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","35.195801","-3.251400"
"224847","occ","","","21811","Loxodonta","genus","43265","Piacenzian","","3.6","2.588","4451","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","35.213902","-3.212500"
"224907","occ","","","21815","Loxodonta","genus","43265","Gelasian","","2.588","1.806","4451","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","35.193298","-3.218300"
"225072","occ","","","21824","Elephas","genus","43264","Early Pleistocene","","2.588","0.781","4896","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","27.720800","-26.016701"
"225265","occ","","","21828","Elephas","genus","43264","Pleistocene","","2.588","0.0117","4888","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","27.720800","-26.016701"
"225345","occ","","","21830","Loxodonta","genus","43265","Zanclean","Piacenzian","5.333","2.588","4451","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","35.206902","-3.204200"
"225362","occ","","","21831","Deinotherium bozasi","species","157873","Piacenzian","","3.6","2.588","4451","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium","1170","35.202801","-3.211100"
"225368","occ","","","21831","Loxodonta","genus","43265","Piacenzian","","3.6","2.588","4451","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","35.202801","-3.211100"
"225397","occ","","","21832","Loxodonta","genus","43265","Piacenzian","","3.6","2.588","4451","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","35.197201","-3.186100"
"225439","occ","","","21833","Elephas","genus","43264","Calabrian","","1.806","0.781","4919","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.437500","-1.568600"
"225472","occ","","","21837","Palaeoloxodon recki","species","133588","Pleistocene","","2.588","0.0117","4919","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.431099","-1.575000"
"225481","occ","","","21837","Elephas","genus","43264","Pleistocene","","2.588","0.0117","4919","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.431099","-1.575000"
"225494","occ","","","21838","Palaeoloxodon recki","species","133588","Pleistocene","","2.588","0.0117","4919","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.430801","-1.574700"
"225502","occ","","","21838","Elephas","genus","43264","Pleistocene","","2.588","0.0117","4919","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.430801","-1.574700"
"225549","occ","","","21843","Elephas","genus","43264","Pleistocene","","2.588","0.0117","4919","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.431099","-1.575600"
"225558","occ","","","21845","Palaeoloxodon recki","species","133588","Pleistocene","","2.588","0.0117","4919","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.431400","-1.574700"
"225616","occ","","","21884","Loxodonta africana","species","157817","Pleistocene","Holocene","2.588","0","5223","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","22.166700","32.866699"
"225714","occ","","","21904","Loxodonta africana","species","157817","Holocene","","0.0117","0","5230","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","33.750000","16.250000"
"225816","occ","","","21926","Palaeoloxodon recki","species","133588","Calabrian","","1.806","0.781","5232","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","15.416700","-23.583300"
"225840","occ","","","21928","Palaeoloxodon recki","species","133588","Calabrian","","1.806","0.781","5214","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","24.466700","-28.533300"
"225862","occ","","","21929","Loxodonta africana","species","157817","Pleistocene","","2.588","0.0117","5238","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","17.950001","-33.023102"
"225934","occ","","","21934","Loxodonta africana","species","157817","Holocene","","0.0117","0","5243","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","36.383301","-0.750000"
"226018","occ","","","21952","Loxodonta africana","species","157817","Pleistocene","Holocene","2.588","0","5251","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","19.376802","-34.546085"
"226227","occ","","","21963","Elephantidae","family","43263","Pleistocene","","2.588","0.0117","5266","Chordata","Mammalia","Proboscidea","Elephantidae","","1256","36.250000","-1.750000"
"226267","occ","","","21964","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.029701","5.087500"
"226273","occ","","","21965","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4774","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.023102","5.119200"
"226279","occ","","","21966","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4763","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.023102","5.119200"
"226312","occ","","","21970","Palaeoloxodon recki","species","133588","Calabrian","","1.806","0.781","5269","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","35.362499","-2.990300"
"226362","occ","","","21983","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4771","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.035999","5.058000"
"226379","occ","","","21986","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","5281","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.029999","5.088000"
"226399","occ","","","21989","Palaeoloxodon recki","species","133588","Pliocene","Calabrian","5.333","0.781","5281","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.004002","5.046000"
"226422","occ","","","21994","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4764","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.021999","5.094000"
"226423","occ","","","21994","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4764","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.021999","5.094000"
"226429","occ","","","21995","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4764","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.021999","5.094000"
"226435","occ","","","21996","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4763","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.021999","5.094000"
"226438","occ","","","21997","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4773","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.021999","5.094000"
"226441","occ","","","21997","Loxodonta","genus","43265","Gelasian","","2.588","1.806","4773","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","36.021999","5.094000"
"226451","occ","","","21999","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4763","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.021999","5.094000"
"226462","occ","","","22000","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4773","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.041000","5.119000"
"226464","occ","","","22000","Loxodonta","genus","43265","Gelasian","","2.588","1.806","4773","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","36.041000","5.119000"
"226470","occ","","","22001","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.041000","5.119000"
"226488","occ","","","22006","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4763","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.063000","5.088000"
"226503","occ","","","22008","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4764","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.063000","5.088000"
"226516","occ","","","22011","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4774","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.063000","5.088000"
"226527","occ","","","22012","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4774","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.063000","5.088000"
"226537","occ","","","22014","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.063000","5.088000"
"226550","occ","","","22015","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4763","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.063000","5.088000"
"226556","occ","","","22016","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4773","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.063000","5.088000"
"226569","occ","","","22018","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.063000","5.088000"
"226579","occ","","","22020","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4763","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.022999","5.058000"
"226582","occ","","","22020","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4763","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.022999","5.058000"
"226593","occ","","","22022","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4764","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.025002","5.058000"
"226610","occ","","","22023","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4771","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.025002","5.058000"
"226618","occ","","","22025","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4773","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.022999","5.119000"
"226624","occ","","","22026","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4763","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.022999","5.119000"
"226645","occ","","","22034","Palaeoloxodon recki","species","133588","Piacenzian","","3.6","2.588","4773","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.035000","5.046000"
"226650","occ","","","22037","Palaeoloxodon recki","species","133588","Piacenzian","","3.6","2.588","4770","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.035000","5.046000"
"226661","occ","","","22039","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4776","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","36.035999","5.058000"
"226672","occ","","","22042","Primelephas korotorensis","species","227257","Miocene","","23.03","5.333","5283","Chordata","Mammalia","Proboscidea","Elephantidae","Primelephas","1256","33.716702","-3.883000"
"226679","occ","","","22042","Anancus kenyensis","species","159431","Miocene","","23.03","5.333","5283","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","33.716702","-3.883000"
"226696","occ","","","22043","Loxodonta","genus","43265","Pliocene","","5.333","2.588","5283","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","33.716702","-3.867000"
"226707","occ","","","22044","Loxodonta","genus","43265","Pliocene","","5.333","2.588","5283","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","33.716702","-3.867000"
"226713","occ","","","22045","Loxodonta","genus","43265","Pliocene","","5.333","2.588","5283","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","33.716702","-3.867000"
"226715","occ","","","22045","Anancus","genus","43242","Pliocene","","5.333","2.588","5283","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","33.716702","-3.867000"
"226718","occ","","","22047","Anancus","genus","43242","Pliocene","","5.333","2.588","5283","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","33.816700","-3.917000"
"226722","occ","","","22048","Anancus","genus","43242","Pliocene","","5.333","2.588","5283","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","33.816700","-3.917000"
"226728","occ","","","22051","Loxodonta","genus","43265","Pliocene","","5.333","2.588","5283","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","33.833302","-4.017000"
"226738","occ","","","22054","Anancus","genus","43242","Pliocene","","5.333","2.588","5283","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","33.866699","-3.933000"
