"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1163805","occ","","","138756","Philagra karaganensis","species","274797","Middle Miocene","","15.97","11.608","46617"
"1163806","occ","","","125990","Chanithus vishneviensis","species","274791","Middle Miocene","","15.97","11.608","46617"
"1163807","occ","","","125990","Dictyophara","genus","205192","Middle Miocene","","15.97","11.608","46617"
"1163808","occ","","","125990","Aphrophora stavropolitana","species","274807","Middle Miocene","","15.97","11.608","46617"
"1163809","occ","","","125994","Aphrophoridae","family","206854","Middle Miocene","","15.97","11.608","46617"
"1163810","occ","","","125991","Sinophora miocaenica","species","274877","Middle Miocene","","15.97","11.608","46617"
"1163811","occ","","","149636","Aphrophoridae","family","206854","Middle Miocene","","15.97","11.608","46617"
"1163812","occ","","","125990","Cicadella viridis","species","274896","Middle Miocene","","15.97","11.608","46617"
"1163813","occ","","","125988","Paramesus","genus","274898","Middle Miocene","","15.97","11.608","46617"
"1163818","occ","","","125990","Eupteryx","genus","276100","Middle Miocene","","15.97","11.608","46617"
"1163819","occ","","","125994","Cicadellidae","family","175505","Middle Miocene","","15.97","11.608","46617"
"1163820","occ","","","125989","Agonoscena marmorea","species","276104","Middle Miocene","","15.97","11.608","46617"
"1163821","occ","","","125989","Retrocizzia andrianovae","species","276105","Middle Miocene","","15.97","11.608","46617"
"1163822","occ","","","125990","Cyamophila longifurca","species","266724","Middle Miocene","","15.97","11.608","46617"
"1163859","occ","","","149657","Cyamophila longifurca","species","266724","Middle Miocene","","15.97","11.608","46617"
"1163860","occ","","","125989","Cyamophila longifurca","species","266724","Middle Miocene","","15.97","11.608","46617"
"1163861","occ","","","125991","Cyamophila longifurca","species","266724","Middle Miocene","","15.97","11.608","46617"
"1163862","occ","","","125988","Psylla rhombifera","species","276107","Middle Miocene","","15.97","11.608","46617"
"1163863","occ","","","125989","Cacopsylla adjuncta","species","266729","Middle Miocene","","15.97","11.608","46617"
"1163864","occ","","","125988","Cacopsylla subambigua","species","266735","Middle Miocene","","15.97","11.608","46617"
"1163865","occ","","","125989","Cacopsylla subambigua","species","266735","Middle Miocene","","15.97","11.608","46617"
"1163866","occ","","","125989","Psylla abdominalis","species","276108","Middle Miocene","","15.97","11.608","46617"
"1163867","occ","","","125989","Psylla praevia","species","276109","Middle Miocene","","15.97","11.608","46617"
"1163868","occ","","","125989","Psylla propinqua","species","276110","Middle Miocene","","15.97","11.608","46617"
"1163869","occ","","","125988","Psylla propinqua","species","276110","Middle Miocene","","15.97","11.608","46617"
"1163870","occ","","","125988","Psylla moscovita","species","276111","Middle Miocene","","15.97","11.608","46617"
"1163871","occ","","","125988","Psylla saliceti","species","276112","Middle Miocene","","15.97","11.608","46617"
"1163872","occ","","","149658","Psylla saliceti","species","276112","Middle Miocene","","15.97","11.608","46617"
"1163873","occ","","","125989","Psylla moscovita","species","276111","Middle Miocene","","15.97","11.608","46617"
"1163874","occ","","","125989","Psylla saliceti","species","276112","Middle Miocene","","15.97","11.608","46617"
"1163875","occ","","","149659","Psylla saliceti","species","276112","Middle Miocene","","15.97","11.608","46617"
"1163876","occ","","","125989","Psylla pulchra","species","276113","Middle Miocene","","15.97","11.608","46617"
"1163877","occ","","","125988","Psylla pulchra","species","276113","Middle Miocene","","15.97","11.608","46617"
"1163878","occ","","","149658","Psylla pulchra","species","276113","Middle Miocene","","15.97","11.608","46617"
"1163879","occ","","","125989","Psylla klapaleki","species","276114","Middle Miocene","","15.97","11.608","46617"
"1163880","occ","","","125989","Psylla sorbi","species","276115","Middle Miocene","","15.97","11.608","46617"
"1163881","occ","","","125988","Psylla sorbi","species","276115","Middle Miocene","","15.97","11.608","46617"
"1163882","occ","","","125989","Cacopsylla umbrata","species","266737","Middle Miocene","","15.97","11.608","46617"
"1163883","occ","","","125989","Cacopsylla loginovae","species","266733","Middle Miocene","","15.97","11.608","46617"
"1163884","occ","","","125989","Psylla vasiljevi","species","276116","Middle Miocene","","15.97","11.608","46617"
"1163885","occ","","","125989","Psylla cotoneasteris","species","276117","Middle Miocene","","15.97","11.608","46617"
"1163886","occ","","","125988","Psylla cotoneasteris","species","276117","Middle Miocene","","15.97","11.608","46617"
"1163887","occ","","","125989","Psylla stavropolitana","species","276118","Middle Miocene","","15.97","11.608","46617"
"1163888","occ","","","125988","Psylla stavropolitana","species","276118","Middle Miocene","","15.97","11.608","46617"
"1163889","occ","","","125988","Psylla ulmi","species","276119","Middle Miocene","","15.97","11.608","46617"
"1163890","occ","","","125988","Cacopsylla elongata","species","266731","Middle Miocene","","15.97","11.608","46617"
"1163891","occ","","","125990","Psylla abietis","species","276121","Middle Miocene","","15.97","11.608","46617"
"1163892","occ","","","125993","Psylla abietis","species","276121","Middle Miocene","","15.97","11.608","46617"
"1163893","occ","","","125990","Psylla","genus","222029","Middle Miocene","","15.97","11.608","46617"
"1163894","occ","","","125988","Psylla","genus","222029","Middle Miocene","","15.97","11.608","46617"
"1163895","occ","","","125988","Trioza magnisetosa","species","276125","Middle Miocene","","15.97","11.608","46617"
"1163896","occ","","","149658","Trioza salicivora","species","276126","Middle Miocene","","15.97","11.608","46617"
"1163897","occ","","","125989","Trioza salicivora","species","276126","Middle Miocene","","15.97","11.608","46617"
"1163898","occ","","","125989","Trioza striola","species","276127","Middle Miocene","","15.97","11.608","46617"
"1163899","occ","","","125994","Trioza striola","species","276127","Middle Miocene","","15.97","11.608","46617"
"1163900","occ","","","125988","Trioza striola","species","276127","Middle Miocene","","15.97","11.608","46617"
"1163901","occ","","","125990","Trioza similis","species","276128","Middle Miocene","","15.97","11.608","46617"
"1163902","occ","","","125988","Trioza subproximata","species","276129","Middle Miocene","","15.97","11.608","46617"
"1163903","occ","","","125988","Trioza cinnamomi","species","276130","Middle Miocene","","15.97","11.608","46617"
"1163904","occ","","","125990","Trioza interposita","species","276131","Middle Miocene","","15.97","11.608","46617"
"1163905","occ","","","125994","Trioza centranthi","species","276132","Middle Miocene","","15.97","11.608","46617"
"1163906","occ","","","125994","Trioza","genus","276124","Middle Miocene","","15.97","11.608","46617"
"1164466","occ","","","103100","Dicyphus rubusensis","species","276539","Orleanian","","20","15.97","48000"
"1164467","occ","","","122985","Dicyphus rubusensis","species","276539","Orleanian","","20","15.97","48000"
"1164470","occ","","","91626","Iberofoveopsis miguelesi","species","276542","Early Albian","Middle Albian","112.03","105.3","48003"
"1164681","occ","29049","","129228","Germaraphis (Henningsenia) ungulata","species","223094","Priabonian","","38","33.9","48019"
"1164683","occ","","","122997","Germaraphis (Henningsenia) ungulata","species","223094","Priabonian","","38","33.9","48020"
"1164685","occ","29050","","129228","Germaraphis dryoides","species","222817","Priabonian","","38","33.9","48021"
"1164686","occ","","","129228","Germaraphis","genus","222813","Priabonian","","38","33.9","48022"
"1164688","occ","","","129227","Germaraphis dryoides","species","222817","Priabonian","","38","33.9","48021"
"1164690","occ","","","122997","Germaraphis (Balticorostrum) oblonga","species","223091","Priabonian","","38","33.9","48021"
"1164694","occ","","","113621","Germaraphis","genus","222813","Priabonian","","38","33.9","48022"
"1166618","occ","","","77192","Psyllidae","family","187147","Late Aptian","","122.46","112.03","48046"
"1166619","occ","","","77192","Anthocoridae","family","187139","Late Aptian","","122.46","112.03","48046"
"1166620","occ","29070","","77192","Homopterulum jelli","species","205926","Late Aptian","","122.46","112.03","38561"
"1166621","occ","","","77192","Veliidae","family","208188","Late Aptian","","122.46","112.03","48046"
"1166622","occ","","","77192","Duncanovelia extensa","species","277007","Late Aptian","","122.46","112.03","48046"
"1166623","occ","","","77192","Gelastocoridae","family","203359","Late Aptian","","122.46","112.03","48046"
"1166685","occ","","","150065","Scytinopteridae","family","191070","Anisian","Norian","247.2","208.5","48051"
"1167056","occ","","","120813","Kulickamia jantaris","species","277133","Priabonian","","38","33.9","5892"
"1167057","occ","","","123215","Serafinana perperunae","species","277137","Priabonian","","38","33.9","11321"
"1167806","occ","","","144924","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1167808","occ","","","150312","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1167809","occ","","","150312","Ellinaphis bulla","species","277441","Aptian","","125","113","48084"
"1167810","occ","","","122552","Ellinaphis sensoriata","species","270238","Aptian","","125","113","48084"
"1167812","occ","","","122548","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1167813","occ","","","122548","Caudaphis angustivola","species","277436","Aptian","","125","113","48084"
"1167814","occ","","","122549","Ellinaphis truncata","species","277450","Aptian","","125","113","48084"
"1167816","occ","","","122549","Caudaphis brevicrura","species","277437","Aptian","","125","113","48084"
"1167817","occ","","","122549","Rinorectuaphis fida","species","277467","Aptian","","125","113","48084"
"1167818","occ","","","122549","Ellinaphis","genus","222897","Aptian","","125","113","48084"
"1167819","occ","","","122549","Ellinaphis cubocrassa","species","277442","Aptian","","125","113","48084"
"1167820","occ","","","122549","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1167821","occ","","","122549","Caudaphis","genus","270002","Aptian","","125","113","48084"
"1167822","occ","","","122549","Caudaphis longiantennata","species","277438","Aptian","","125","113","48084"
"1167823","occ","","","122549","Ellinaphis incognita","species","270240","Aptian","","125","113","48084"
"1167824","occ","","","122549","Ellinaphis extenda","species","277446","Aptian","","125","113","48084"
"1167825","occ","","","122549","Rallotopaphis antennata","species","277464","Aptian","","125","113","48084"
"1167826","occ","","","122549","Ellinaphis sensoriata","species","270238","Aptian","","125","113","48084"
"1167827","occ","","","122549","Ellinaphis bulla","species","277441","Aptian","","125","113","48084"
"1167828","occ","","","122549","Bugyrorinaphis unica","species","277433","Aptian","","125","113","48084"
"1167829","occ","","","122549","Palaeoaphididae","family","214509","Aptian","","125","113","48084"
"1167830","occ","","","122549","Unioaphis venusta","species","277472","Aptian","","125","113","48084"
"1167831","occ","","","122549","Ellinaphis mirabila","species","277448","Aptian","","125","113","48084"
"1167832","occ","","","122549","Rinorectuaphis sejuncta","species","277468","Aptian","","125","113","48084"
"1167833","occ","","","122549","Caudaphis modica","species","277439","Aptian","","125","113","48084"
"1167834","occ","","","122549","Ellinaphis curta","species","277443","Aptian","","125","113","48084"
"1167835","occ","","","122549","Caudaphis vulgata","species","277440","Aptian","","125","113","48084"
"1167836","occ","","","122549","Annulaphis rasnitsyni","species","270241","Aptian","","125","113","48084"
"1167837","occ","","","122549","Annulaphis mostovskini","species","277432","Aptian","","125","113","48084"
"1167838","occ","","","122549","Rinorectuaphis connexa","species","277466","Aptian","","125","113","48084"
"1167839","occ","","","122549","Transbaikalis furcata","species","277470","Aptian","","125","113","48084"
"1167840","occ","","","122549","Ellinaphis longistigma","species","277447","Aptian","","125","113","48084"
"1167841","occ","","","122549","Caudaphis angustivola","species","277436","Aptian","","125","113","48084"
"1167842","occ","","","122549","Ellinaphis elegans","species","277444","Aptian","","125","113","48084"
"1167843","occ","","","119498","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1167844","occ","","","119498","Ellinaphis cubocrassa","species","277442","Aptian","","125","113","48084"
"1167845","occ","","","119498","Rallotopaphis antennata","species","277464","Aptian","","125","113","48084"
"1167846","occ","","","119498","Ellinaphis longistigma","species","277447","Aptian","","125","113","48084"
"1167847","occ","","","119498","Ellinaphis truncata","species","277450","Aptian","","125","113","48084"
"1167848","occ","","","119498","Caudaphis angustivola","species","277436","Aptian","","125","113","48084"
"1167849","occ","","","119498","Caudaphis","genus","270002","Aptian","","125","113","48084"
"1167850","occ","","","119498","Ellinaphis","genus","222897","Aptian","","125","113","48084"
"1167851","occ","","","119498","Ellinaphis mirabila","species","277448","Aptian","","125","113","48084"
"1167852","occ","","","119498","Ellinaphis sensoriata","species","270238","Aptian","","125","113","48084"
"1168246","occ","","","125412","Ellinaphis cubocrassa","species","277442","Aptian","","125","113","48084"
"1168247","occ","","","125412","Caudaphis vulgata","species","277440","Aptian","","125","113","48084"
"1168248","occ","","","125412","Caudaphis longiantennata","species","277438","Aptian","","125","113","48084"
"1168249","occ","","","125412","Ellinaphis","genus","222897","Aptian","","125","113","48084"
"1168250","occ","","","125412","Ellinaphis bulla","species","277441","Aptian","","125","113","48084"
"1168251","occ","","","125412","Ellinaphis longistigma","species","277447","Aptian","","125","113","48084"
"1168252","occ","","","125412","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1168253","occ","","","125795","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1168254","occ","","","125795","Ellinaphis cubocrassa","species","277442","Aptian","","125","113","48084"
"1168255","occ","","","123465","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1168256","occ","","","123465","Annulaphis mostovskini","species","277432","Aptian","","125","113","48084"
"1168257","occ","","","150359","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1168258","occ","","","150359","Caudaphis angustivola","species","277436","Aptian","","125","113","48084"
"1168259","occ","","","150358","Ellinaphis","genus","222897","Aptian","","125","113","48084"
"1168260","occ","","","150358","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1168261","occ","","","150357","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1168262","occ","","","125413","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1168263","occ","","","125413","Caudaphis vulgata","species","277440","Aptian","","125","113","48084"
"1168264","occ","","","125413","Ellinaphis cubocrassa","species","277442","Aptian","","125","113","48084"
"1168265","occ","","","125413","Caudaphis angustivola","species","277436","Aptian","","125","113","48084"
"1168266","occ","","","125413","Transbaikalis furcata","species","277470","Aptian","","125","113","48084"
"1168267","occ","","","125413","Ellinaphis truncata","species","277450","Aptian","","125","113","48084"
"1168268","occ","","","125413","Ellinaphis incognita","species","270240","Aptian","","125","113","48084"
"1168269","occ","","","125413","Ellinaphis eserta","species","277445","Aptian","","125","113","48084"
"1168270","occ","","","125413","Caudaphis modica","species","277439","Aptian","","125","113","48084"
"1168271","occ","","","125413","Ellinaphis curta","species","277443","Aptian","","125","113","48084"
"1168272","occ","","","125413","Ellinaphis sensoriata","species","270238","Aptian","","125","113","48084"
"1168273","occ","","","125413","Caudaphis brevicrura","species","277437","Aptian","","125","113","48084"
"1168274","occ","","","125413","Unioaphis venusta","species","277472","Aptian","","125","113","48084"
"1168275","occ","","","125413","Caudaphis","genus","270002","Aptian","","125","113","48084"
"1168276","occ","","","125413","Annulaphis rasnitsyni","species","270241","Aptian","","125","113","48084"
"1168277","occ","","","125413","Ellinaphis elegans","species","277444","Aptian","","125","113","48084"
"1168278","occ","","","125413","Annulaphis mostovskini","species","277432","Aptian","","125","113","48084"
"1168279","occ","","","125413","Ellinaphis","genus","222897","Aptian","","125","113","48084"
"1168280","occ","","","125413","Ellinaphis longistigma","species","277447","Aptian","","125","113","48084"
"1168281","occ","","","113354","Caudaphis","genus","270002","Aptian","","125","113","48084"
"1168282","occ","","","113354","Ellinaphis longistigma","species","277447","Aptian","","125","113","48084"
"1168283","occ","","","113354","Buriataphis soporata","species","277435","Aptian","","125","113","48084"
"1168284","occ","","","113354","Caudaphis brevicrura","species","277437","Aptian","","125","113","48084"
"1168285","occ","","","113354","Ellinaphis","genus","222897","Aptian","","125","113","48084"
"1168286","occ","","","113354","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1168287","occ","","","113354","Caudaphis angustivola","species","277436","Aptian","","125","113","48084"
"1168288","occ","","","113354","Caudaphis longiantennata","species","277438","Aptian","","125","113","48084"
"1168289","occ","","","113354","Ellinaphis mirabila","species","277448","Aptian","","125","113","48084"
"1168290","occ","","","125791","Caudaphis vulgata","species","277440","Aptian","","125","113","48084"
"1168291","occ","","","125791","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1168292","occ","","","125791","Rallotopaphis antennata","species","277464","Aptian","","125","113","48084"
"1168293","occ","","","125791","Ellinaphis sensoriata","species","270238","Aptian","","125","113","48084"
"1168294","occ","","","125791","Ellinaphis cubocrassa","species","277442","Aptian","","125","113","48084"
"1168295","occ","","","125791","Ellinaphis longistigma","species","277447","Aptian","","125","113","48084"
"1168296","occ","","","119441","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1168297","occ","","","119441","Caudaphis angustivola","species","277436","Aptian","","125","113","48084"
"1168298","occ","","","119441","Ellinaphis cubocrassa","species","277442","Aptian","","125","113","48084"
"1168299","occ","","","119441","Ellinaphis premordica","species","277449","Aptian","","125","113","48084"
"1168300","occ","","","119441","Ellinaphis longistigma","species","277447","Aptian","","125","113","48084"
"1168301","occ","","","119441","Annulaphis mostovskini","species","277432","Aptian","","125","113","48084"
"1168302","occ","","","119441","Caudaphis","genus","270002","Aptian","","125","113","48084"
"1168303","occ","","","119441","Rallotopaphis antennata","species","277464","Aptian","","125","113","48084"
"1168304","occ","","","119441","Ellinaphis curta","species","277443","Aptian","","125","113","48084"
"1168305","occ","","","119441","Rinorectuaphis abortiva","species","277465","Aptian","","125","113","48084"
"1168364","occ","","","122551","Caudaphis angustivola","species","277436","Aptian","","125","113","48084"
"1168365","occ","","","122551","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1168366","occ","","","122551","Rinorectuaphis connexa","species","277466","Aptian","","125","113","48084"
"1168367","occ","","","113353","Ellinaphis longistigma","species","277447","Aptian","","125","113","48084"
"1168368","occ","","","113353","Ellinaphis extenda","species","277446","Aptian","","125","113","48084"
"1168369","occ","","","113353","Ellinaphis incognita","species","270240","Aptian","","125","113","48084"
"1168370","occ","","","113353","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1168371","occ","","","125791","Ellinaphis mirabila","species","277448","Aptian","","125","113","48084"
"1168372","occ","","","150371","Ellinaphis mirabila","species","277448","Aptian","","125","113","48084"
"1168373","occ","","","150371","Ellinaphis longistigma","species","277447","Aptian","","125","113","48084"
"1168374","occ","","","150371","Caudaphis angustivola","species","277436","Aptian","","125","113","48084"
"1168407","occ","","","106103","Ellinaphis cubocrassa","species","277442","Aptian","","125","113","48084"
"1168408","occ","","","106103","Ellinaphidinae","subfamily","270000","Aptian","","125","113","48084"
"1168409","occ","","","106103","Ellinaphis extenda","species","277446","Aptian","","125","113","48084"
"1168410","occ","","","106103","Caudaphis vulgata","species","277440","Aptian","","125","113","48084"
"1168411","occ","","","106103","Ellinaphis incognita","species","270240","Aptian","","125","113","48084"
"1168412","occ","","","106103","Ellinaphis longistigma","species","277447","Aptian","","125","113","48084"
"1168413","occ","","","106103","Ellinaphis bulla","species","277441","Aptian","","125","113","48084"
"1168414","occ","","","106103","Caudaphis angustivola","species","277436","Aptian","","125","113","48084"
"1168415","occ","","","106103","Caudaphis longiantennata","species","277438","Aptian","","125","113","48084"
"1168416","occ","","","106103","Rallotopaphis antennata","species","277464","Aptian","","125","113","48084"
"1168417","occ","","","106103","Caudaphis","genus","270002","Aptian","","125","113","48084"
"1168418","occ","","","106103","Caudaphis brevicrura","species","277437","Aptian","","125","113","48084"
"1168419","occ","","","106103","Ellinaphis premordica","species","277449","Aptian","","125","113","48084"
"1168420","occ","","","106103","Ellinaphis","genus","222897","Aptian","","125","113","48084"
"1168421","occ","","","106103","Caudaphis modica","species","277439","Aptian","","125","113","48084"
"1168422","occ","","","106103","Ellinaphis truncata","species","277450","Aptian","","125","113","48084"
"1168423","occ","","","106103","Annulaphis mostovskini","species","277432","Aptian","","125","113","48084"
"1168424","occ","","","106103","Ellinaphis mirabila","species","277448","Aptian","","125","113","48084"
"1168425","occ","","","106103","Ellinaphis eserta","species","277445","Aptian","","125","113","48084"
"1168426","occ","","","106103","Ellinaphis curta","species","277443","Aptian","","125","113","48084"
"1172195","occ","","","122982","Leptosalda dominicana","species","278705","Burdigalian","Langhian","20.44","13.82","48247"
"1172196","occ","","","122982","Leptosalda niarchos","species","278706","Burdigalian","Langhian","20.44","13.82","48247"
"1172197","occ","","","122982","Leptosalda","genus","260505","Burdigalian","Langhian","20.44","13.82","48247"
"1172198","occ","","","124463","Archaesalepta schuhi","species","278708","Ypresian","","56","47.8","48247"
"1173674","occ","","","151340","Eocenometra danica","species","279188","Ypresian","","56","47.8","48307"
"1173854","occ","","","122471","Enicocephalinus acragrimaldii","species","279217","Late Barremian","","130","125.45","48319"
"1173861","occ","","","114993","Heteroptera","suborder","70516","Early Toarcian","","183","182","48323"
"1173862","occ","","","117795","Fulgoridium balticum","species","181474","Early Toarcian","","183","182","48323"
"1173863","occ","","","117795","Elasmoscelidium boreale","species","259123","Early Toarcian","","183","182","48323"
"1173900","occ","","","151357","Homopterulum","genus","205921","Early Cretaceous","","145","100.5","48335"
"1173901","occ","","","151358","Heteroptera","suborder","70516","Ypresian","","56","47.8","48335"
"1173902","occ","","","151359","Fulgoroidea","superfamily","70509","Ypresian","","56","47.8","48335"
"1173903","occ","","","151360","Tectocoris angustilobatus","species","279248","Ypresian","","56","47.8","48335"
"1173904","occ","","","151361","Nogodinidae","family","212633","Ypresian","","56","47.8","48335"
"1173927","occ","","","151372","Aradus madagascariensis","species","279287","Holocene","","0.0117","0","48349"
"1175891","occ","","","142560","Anisops deichmuelleri","species","279569","MP 30","","28.4","23.03","48418"
"1175892","occ","","","142560","Anisops deichmuelleri","species","279569","MP 30","","28.4","23.03","48418"
"1175893","occ","","","142560","Anisops deichmuelleri","species","279569","MP 30","","28.4","23.03","48418"
"1175894","occ","","","142560","Anisops deichmuelleri","species","279569","MP 30","","28.4","23.03","48418"
"1175895","occ","","","142560","Anisops deichmuelleri","species","279569","MP 30","","28.4","23.03","48418"
"1175898","occ","","","142560","Corixidae","family","71802","MP 30","","28.4","23.03","48418"
"1175902","occ","","","142554","Anisops deichmuelleri","species","279569","MP 30","","28.4","23.03","48418"
"1175903","occ","","","142554","Anisops deichmuelleri","species","279569","MP 30","","28.4","23.03","48418"
"1175904","occ","","","142554","Anisops deichmuelleri","species","279569","MP 30","","28.4","23.03","48418"
"1175905","occ","29204","","151513","Anisops deichmuelleri","species","279569","MP 30","","28.4","23.03","48418"
"1175965","occ","","","151525","Mesolygaeus laiyangensis","species","237758","Aptian","","125","113","42533"
"1175970","occ","","","151529","Sinopsocus oligovenus","species","243504","Callovian","Oxfordian","166.1","157.3","42533"
"1175974","occ","","","151532","Yanliaocorixa chinensis","species","193445","Callovian","Oxfordian","166.1","157.3","42533"
"1175975","occ","","","151533","Yanliaocorixa chinensis","species","193445","Callovian","Oxfordian","166.1","157.3","42533"
"1175978","occ","","","151535","Karataviella pontoforma","species","243502","Early Aptian","","125.45","122.46","42533"
"1175985","occ","","","151540","Karabasia plana","species","279706","Bajocian","","170.3","168.3","50682"
"1176231","occ","","","151573","Protoliarus amabilis","species","279964","Bridgerian","","50.3","46.2","5053"
"1176397","occ","","","151590","Lygaeidae","family","179832","Aptian","","125","113","48450"
"1176398","occ","","","151591","Lygaeidae","family","179832","Aptian","","125","113","48450"
"1176399","occ","","","151592","Pentatomidae","family","71388","Aptian","","125","113","48450"
"1176400","occ","","","151593","Mesolygaeus laiyangensis","species","237758","Aptian","","125","113","48450"
"1176401","occ","","","151593","Membracoidea","superfamily","178677","Aptian","","125","113","48450"
"1176402","occ","","","151594","Lygaeidae","family","179832","Aptian","","125","113","48450"
"1176403","occ","","","151594","Mesolygaeus laiyangensis","species","237758","Aptian","","125","113","48450"
"1176404","occ","","","151595","Membracoidea","superfamily","178677","Aptian","","125","113","48450"
"1176430","occ","","","116933","Scytinoptera kokeni","species","198609","Roadian","","272.3","268.8","48456"
"1176431","occ","","","116933","Scytinoptera obliquoovata","species","198611","Roadian","","272.3","268.8","48456"
"1176432","occ","","","116933","Scytinoptera reducta","species","198614","Roadian","","272.3","268.8","48456"
"1176433","occ","","","116933","Scytinoptera cubitalis","species","280007","Roadian","","272.3","268.8","48456"
"1176434","occ","","","124101","Scytinoptera kokeni","species","198609","Roadian","","272.3","268.8","48456"
"1176435","occ","","","96860","Scytinoptera kokeni","species","198609","Roadian","","272.3","268.8","48456"
"1176436","occ","","","96860","Scytinoptera reducta","species","198614","Roadian","","272.3","268.8","48456"
"1176437","occ","","","116934","Scytinoptera reducta","species","198614","Roadian","","272.3","268.8","48456"
"1176438","occ","","","104716","Scytinoptera reducta","species","198614","Roadian","","272.3","268.8","48456"
"1176455","occ","","","111187","Scytinoptera reducta","species","198614","Roadian","","272.3","268.8","48456"
"1176790","occ","","","125485","Bakharia gibbera","species","210233","Callovian","Kimmeridgian","166.1","152.1","48466"
"1176792","occ","","","151642","Naucoridae","family","183684","Barremian","","129.4","125","48466"
"1176793","occ","","","126001","Archegocimicidae","family","181221","Aptian","","125","113","48466"
"1176794","occ","","","151643","Archegocimicidae","family","181221","Barremian","","129.4","125","48466"
"1176795","occ","","","151646","Aphanocoris turgensis","species","280128","Early Aptian","","125.45","122.46","48466"
"1176796","occ","","","151647","Aphanocoris turgensis","species","280128","Early Aptian","","125.45","122.46","48466"
"1176797","occ","","","151648","Aphanocoris turgensis","species","280128","Early Aptian","","125.45","122.46","48466"
"1176798","occ","","","151649","Aphanocoris turgensis","species","280128","Early Aptian","","125.45","122.46","48466"
"1176799","occ","","","151650","Aphanocoris turgensis","species","280128","Early Aptian","","125.45","122.46","48466"
"1176800","occ","","","151645","Positocoris sibiricus","species","280116","Early Aptian","","125.45","122.46","48466"
"1176801","occ","","","151644","Corienta transbaicalica","species","280114","Early Aptian","","125.45","122.46","48466"
"1176802","occ","","","119499","Eoanthocoris cretaceus","species","280110","Early Aptian","","125.45","122.46","48466"
"1176803","occ","","","119499","Cimicoidea","superfamily","210280","Early Aptian","","125.45","122.46","48466"
"1176804","occ","","","119499","Corienta transbaicalica","species","280114","Early Aptian","","125.45","122.46","48466"
"1176805","occ","","","119499","Positocoris sibiricus","species","280116","Early Aptian","","125.45","122.46","48466"
"1176806","occ","","","119499","Positocoris angustus","species","280117","Early Aptian","","125.45","122.46","48466"
"1176807","occ","","","119499","Positocoris intermedius","species","280118","Early Aptian","","125.45","122.46","48466"
"1176808","occ","","","119499","Positocoris minimus","species","280120","Early Aptian","","125.45","122.46","48466"
"1176809","occ","","","119499","Pronotaphanus minor","species","280122","Early Aptian","","125.45","122.46","48466"
"1176810","occ","","","119499","Aphanocoris turgensis","species","280128","Early Aptian","","125.45","122.46","48466"
"1176811","occ","","","119499","Aphanocoris porrectus","species","280129","Early Aptian","","125.45","122.46","48466"
"1176812","occ","","","119499","Aphanocoris femoratus","species","280130","Early Aptian","","125.45","122.46","48466"
"1176813","occ","","","119499","Aphanocoris parallelus","species","280131","Early Aptian","","125.45","122.46","48466"
"1176814","occ","","","119499","Alydidae","family","208566","Early Aptian","","125.45","122.46","48466"
"1176815","occ","","","114316","Archegocimicidae","family","181221","Early Aptian","","125.45","122.46","48466"
"1176816","occ","","","114316","Cymocoris humeralis","species","280112","Early Aptian","","125.45","122.46","48466"
"1176817","occ","","","114316","Positocoris longirostris","species","280119","Early Aptian","","125.45","122.46","48466"
"1176818","occ","","","114316","Takshania implicata","species","280124","Early Aptian","","125.45","122.46","48466"
"1176819","occ","","","114316","Takshania modesta","species","280125","Early Aptian","","125.45","122.46","48466"
"1176820","occ","","","114316","Takshania transversalis","species","280126","Early Aptian","","125.45","122.46","48466"
"1176821","occ","","","114316","Aphanocoris turgensis","species","280128","Early Aptian","","125.45","122.46","48466"
"1176822","occ","","","114316","Aphanocoris porrectus","species","280129","Early Aptian","","125.45","122.46","48466"
"1176823","occ","","","114316","Aphanocoris femoratus","species","280130","Early Aptian","","125.45","122.46","48466"
"1176824","occ","","","114316","Aphanocoris parallelus","species","280131","Early Aptian","","125.45","122.46","48466"
"1176825","occ","","","114316","Alydidae","family","208566","Early Aptian","","125.45","122.46","48466"
"1176826","occ","","","114316","Coreoidea","superfamily","176444","Early Aptian","","125.45","122.46","48466"
